Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
https://www.goodreads.com/book/show/135181208-now-and-on-earth,Now and On earth,Jim Thompson,Fiction,English,3.65,940,"January 1, 1942",Hardcover,25,"2,837"
https://www.goodreads.com/book/show/20047894-the-dark-tower,The Dark Tower: The Sorcerer #1,Robin Furth,Comics,Russian,4.1,828,"June 1, 2009",32,5,901
https://www.goodreads.com/book/show/13511817-the-best-horror-of-the-year,The Best Horror of the Year: Volume Four,Ellen Datlow,Horror,English,3.71,868,"January 15, 2014",400,246,"1,050"
https://www.goodreads.com/book/show/212327592-attraverso-la-notte,Attraverso la notte,William Sloane,Horror,Italian,3.77,824,"January 1, 1937",279,21,"1,381"
https://www.goodreads.com/book/show/3456538-in-the-shadow-of-the-master,In the Shadow of the Master: Classic Tales by Edgar Allan Poe,Michael Connelly,Horror,English,4.02,714,"October 1, 2003",416,314,"1,675"
https://www.goodreads.com/book/show/48887317-the-prisoner,The Prisoner,Robin Furth,Graphic Novels,English,4.22,676,"February 17, 2015",128,60,672
https://www.goodreads.com/book/show/26027862-macabere-liefde,Macabere liefde,Nancy A. Collins,Horror,,3.71,746,"January 1, 1995",398,33,774
https://www.goodreads.com/book/show/13579397-other-worlds-than-these,Other Worlds Than These,John Joseph Adams,Fantasy,English,3.73,736,"July 1, 2012",564,426,"1,757"
https://www.goodreads.com/book/show/19431168-legends-2,Legends 2 : Short Novels by the Masters of Modern Fantasy,Robert Silverberg,Fantasy,English,3.9,692,"November 1, 1999",379,35,332
https://www.goodreads.com/book/show/60705377-hist-rias-assustadoras-para-contar-noite,Histórias Assustadoras para Contar à Noite,Stephen Jones,Horror,Portuguese,3.85,697,"July 2, 2019",Kindle Edition,289,849
https://www.goodreads.com/book/show/3547312-he-is-legend,He Is Legend: An Anthology Celebrating Richard Matheson,Christopher Conlon,Horror,English,3.91,671,"January 1, 2009",525,144,"1,348"
https://www.goodreads.com/book/show/23605723-der-dunkle-turm,Der dunkle Turm: Last Shots,Robin Furth,Graphic Novels,,3.87,676,"September 17, 2013",136,23,813
https://www.goodreads.com/book/show/596060.The_Paris_Review_Interviews_II,"The Paris Review Interviews, II: Wisdom from the World's Literary Masters",The Paris Review,Nonfiction,English,4.37,565,"January 1, 2006",528,50,"1,184"
https://www.goodreads.com/book/show/790741.New_Tales_of_the_Cthulhu_Mythos,New Tales of the Cthulhu Mythos,Ramsey Campbell,Horror,English,3.83,601,"January 1, 1980",257,10,"1,157"
https://www.goodreads.com/book/show/12114336-lightspeed,Lightspeed: Year One,John Joseph Adams,Science Fiction,English,3.85,524,"November 13, 2011",575,125,834
https://www.goodreads.com/book/show/49196441-the-best-horror-of-the-year-volume-eleven,"The Best Horror of the Year, Volume Eleven",Ellen Datlow,Horror,English,3.77,527,"September 3, 2019",19,167,543
https://www.goodreads.com/book/show/57265645-the-best-horror-of-the-year-volume-nine,The Best Horror of the Year Volume Nine,Ellen Datlow,Horror,English,3.7,531,"June 20, 2017",Audio CD,233,493
https://www.goodreads.com/book/show/25066755-house-of-cards,House of Cards,Robin Furth,Graphic Novels,English,4.19,467,"Published September 29, 2015",128,30,573
https://www.goodreads.com/book/show/6313798-american-fantastic-tales,American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,Peter Straub,Horror,English,4.02,479,"September 29, 2009",713,45,"1,458"
https://www.goodreads.com/book/show/52872393-the-big-book-of-sherlock-holmes-stories,The Big Book of Sherlock Holmes Stories,Otto Penzler,Mystery,English,3.97,447,"September 24, 2015",Audible Audio,293,"1,103"
https://www.goodreads.com/book/show/641739.Shock_Rock_Volume_I,"Shock Rock, Volume I",Jeff Gelb,Horror,English,3.69,480,"January 1, 1992",288,10,467
https://www.goodreads.com/book/show/32180269-der-dunkle-turm,Der dunkle Turm: Die Herrin der Schatten,Robin Furth,Graphic Novels,,3.97,439,"March 15, 2016",136,27,551
https://www.goodreads.com/book/show/939548.Gallery_of_Horror,Gallery of Horror,Charles L. Grant,Horror,English,3.59,484,"February 1, 1996",366,27,999
https://www.goodreads.com/book/show/45720263-tails-of-wonder-and-imagination,Tails of Wonder and Imagination,Ellen Datlow,Fantasy,English,3.64,466,"March 1, 2001",Audible Audio,151,"1,390"
https://www.goodreads.com/book/show/57663010-the-penguin-book-of-the-modern-american-short-story,The Penguin Book of the Modern American Short Story,John Freeman,Short Stories,English,4.01,420,"May 4, 2021",15,254,697
https://www.goodreads.com/book/show/10689754-the-dark-tower-omnibus,The Dark Tower Omnibus,Robin Furth,Graphic Novels,English,4.47,370,"September 21, 2011",896,19,545
https://www.goodreads.com/book/show/217156504-the-rack,The Rack: Stories Inspired By Vintage Horror Paperbacks,Tom Deady,Horror,English,4.08,367,"Published September 3, 2024",403,475,"2,289"
https://www.goodreads.com/book/show/20953285-darkness,Darkness: Two Decades of Modern Horror,Ellen Datlow,Horror,English,3.55,418,"January 1, 2010",479,78,935
https://www.goodreads.com/book/show/29507098-bitter-medicine,Bitter Medicine,Robin Furth,Graphic Novels,English,3.93,376,"October 25, 2016",128,29,495
https://www.goodreads.com/book/show/122518.Robert_Bloch_s_Psychos,Robert Bloch's Psychos,Robert Bloch,Horror,,3.81,382,"January 1, 1997",373,12,617
https://www.goodreads.com/book/show/10738.Archie_Americana_Series,"Archie Americana Series: Best of the Forties, Vol. 1",Vic Bloom,Comics,English,4.27,337,"July 12, 1995",128,7,376
https://www.goodreads.com/book/show/11570454-alien-contact,Alien Contact,Marty Halpern,Science Fiction,,3.8,378,"November 1, 2011",491,118,916
https://www.goodreads.com/book/show/387458.Scary_Stories,Scary Stories,Barry Moser,Horror,English,3.92,365,"January 1, 2006",184,20,814
https://www.goodreads.com/book/show/15302166-legends-volume-1,"Legends, Volume 1",Robert Silverberg,Fantasy,English,3.75,374,"August 25, 1998",400,18,325
https://www.goodreads.com/book/show/155300.The_Stephen_King_Story,The Stephen King Story: A Literary Profile,George Beahm,Nonfiction,English,4.15,330,"January 1, 1991",Hardcover,6,761
https://www.goodreads.com/book/show/36544568-where-nightmares-come-from,Where Nightmares Come From,Eugene Johnson,Writing,English,4.01,338,"November 17, 2017",366,400,745
https://www.goodreads.com/book/show/1624871.Dark_Masques,Dark Masques,J.N. Williamson,Horror,English,3.79,349,"November 1, 2001",508,10,630
https://www.goodreads.com/book/show/31423315-the-sailor,The Sailor,Peter David,Graphic Novels,,4.09,314,"May 9, 2017",128,4,436
https://www.goodreads.com/book/show/179539720-midnight-under-the-big-top,"Midnight Under the Big Top: Tales of Madness, Murder, and Magic",Brian James Freeman,Horror,English,4.03,318,"Published July 7, 2023",435,232,217
https://www.goodreads.com/book/show/14475633-the-year-s-best-dark-fantasy-horror-2012,The Year's Best Dark Fantasy & Horror 2012,Paula Guran,Horror,English,3.86,325,"July 1, 2011",544,35,700
https://www.goodreads.com/book/show/155426.Fear_Itself,Fear Itself: The Horror Fiction of Stephen King,Chuck Miller,Nonfiction,English,3.87,318,"January 1, 1982",255,4,966
https://www.goodreads.com/book/show/39208025-american-vampire-omnibus-1,American Vampire Omnibus 1,Scott Snyder,Comics,English,4.36,277,"Published November 6, 2018",897,19,350
https://www.goodreads.com/book/show/6661321-the-very-best-of-fantasy-science-fiction,The Very Best of Fantasy & Science Fiction: Sixtieth Anniversary Anthology,Gordon van Gelder,Science Fiction,English,4.18,281,"January 1, 2009",475,18,536
https://www.goodreads.com/book/show/18803052-turn-down-the-lights,Turn Down the Lights,Richard Chizmar,Horror,English,3.55,330,"December 17, 2013",176,11,605
https://www.goodreads.com/book/show/249364.Transgressions,Transgressions: Novellas 1-10,Ed McBain,Short Stories,English,3.79,303,"May 1, 2005",784,43,268
https://www.goodreads.com/book/show/4981011-vampiras-antolog-a-de-relatos-sobre-mujeres-vampiro,Vampiras. Antología de relatos sobre mujeres vampiro,Martin H. Greenberg,Horror,Spanish; Castilian,3.94,282,"March 3, 1987",528,17,450
https://www.goodreads.com/book/show/1047712.Joe_Bob_Goes_To_the_Drive_In,Joe Bob Goes To the Drive-In,Joe Bob Briggs,Humor,English,4.18,266,"January 1, 1986",325,16,327
https://www.goodreads.com/book/show/6903495-the-mammoth-book-of-the-best-of-best-new-horror,The Mammoth Book of The Best Of Best New Horror,Stephen Jones,Horror,English,3.84,283,"January 1, 2008",640,28,536
https://www.goodreads.com/book/show/347901.The_Best_of_Cemetery_Dance_Volume_1,"The Best of Cemetery Dance, Volume 1",Richard Chizmar,Horror,,4.07,265,"November 1, 2000",402,3,655
https://www.goodreads.com/book/show/10304590-bloodsuckers,"Bloodsuckers: The Vampire Archives, Volume 1",Otto Penzler,Horror,,3.48,301,"January 1, 2009",Audio,23,409
https://www.goodreads.com/book/show/34363355-layla-queen-of-hearts,"Layla, Queen of Hearts",Glenda Millard,Family,English,4.39,233,"May 1, 2006",112,3,124
https://www.goodreads.com/book/show/155591.Popsy_und_25_weitere_Geschichten_nach_Mitternacht,Popsy und 25 weitere Geschichten nach Mitternacht,J.N. Williamson,Horror,German,3.86,263,"January 1, 1987",287,1 person is currently reading,301
https://www.goodreads.com/book/show/43366694-the-talisman,The Talisman: The Road of Trials #0,Robin Furth,,English,4.4,230,"Published October 1, 2009",24,,135
https://www.goodreads.com/book/show/6047110-the-dark-tower,The Dark Tower: The Long Road Home #2,Robin Furth,Fantasy,English,4.23,232,"April 2, 2008",160,1 person is currently reading,126
https://www.goodreads.com/book/show/1332478.Spider_Kiss_Stalking_the_Nightmare,Spider Kiss / Stalking the Nightmare,Harlan Ellison,Fiction,,4.08,240.0,"November 1, 1996",471,1 person is currently reading,171
https://www.goodreads.com/book/show/4578275-the-best-science-fiction-and-fantasy-of-the-year-volume-three,"The Best Science Fiction and Fantasy of the Year, Volume Three",Jonathan Strahan,Fantasy,English,3.79,258.0,"March 1, 2009",513,86,572
https://www.goodreads.com/book/show/29276809-crush,"Crush: Writers Reflect on Love, Longing and the Lasting Power of Their First Celebrity Crush",Cathy Alter,Nonfiction,English,3.25,289.0,"February 2, 2016",Audio CD,17,759
https://www.goodreads.com/book/show/2197379.Feast_of_Fear,Feast of Fear: Conversations with Stephen King,Tim Underwood,Nonfiction,,4.03,232.0,"December 1, 1989",282,3,523
https://www.goodreads.com/book/show/793668.The_Color_of_Evil,The Color of Evil,David G. Hartwell,Horror,English,4.07,228.0,"January 1, 1987",438,16,387
https://www.goodreads.com/book/show/293177.The_Year_s_Best_Fantasy_and_Horror,The Year's Best Fantasy and Horror: Ninth Annual Collection,Ellen Datlow,Fantasy,English,4.12,223.0,"June 1, 1996",624,5,428
https://www.goodreads.com/book/show/293143.The_Year_s_Best_Fantasy_and_Horror,The Year's Best Fantasy and Horror: Twelfth Annual Collection,Ellen Datlow,Fantasy,English,4.0,229.0,"July 30, 1999",624,6,467
https://www.goodreads.com/book/show/1597650.Tales_from_the_Nightside,Tales from the Nightside,Charles L. Grant,Horror,English,3.86,237.0,"January 1, 1981",228,8,736
https://www.goodreads.com/book/show/30950301-the-dark-tower,The Dark Tower: Treachery #1,Robin Furth,Graphic Novels,English,4.34,210.0,"September 10, 2008",40,5,247
https://www.goodreads.com/book/show/13237790-the-mammoth-book-of-body-horror,The Mammoth Book of Body Horror,Barbie Wilde,Horror,English,3.75,239.0,"March 1, 2012",512,31,691
https://www.goodreads.com/book/show/9367664-best-new-horror-21,Best New Horror 21,Stephen Jones,Horror,English,3.66,244.0,"October 1, 2010",496,20,374
https://www.goodreads.com/book/show/463075.The_Year_s_Best_Fantasy_and_Horror,The Year's Best Fantasy and Horror: Eighth Annual Collection,Ellen Datlow,Fantasy,,4.02,208.0,"January 1, 1995",624,10,409
https://www.goodreads.com/book/show/60694767-castle-rock-kitchen,Castle Rock Kitchen: Wicked Good Recipes from the World of Stephen King [A Cookbook],Theresa Carle-Sanders,Cookbooks,English,4.2,193.0,"October 4, 2022",256,34,"5,363"
https://www.goodreads.com/book/show/66664.The_Year_s_Best_Fantasy_and_Horror,The Year's Best Fantasy and Horror: Seventeenth Annual Collection,Ellen Datlow,Fantasy,English,3.9,194.0,"August 1, 2004",672,6,475
https://www.goodreads.com/book/show/602656.Blood_Thirst,Blood Thirst: 100 Years of Vampire Fiction,Richard Matheson,Vampires,English,3.98,178.0,"January 1, 1997",379,7,582
https://www.goodreads.com/book/show/18596555-the-very-best-of-fantasy-science-fiction-volume-2,"The Very Best of Fantasy & Science Fiction, Volume 2",Gordon van Gelder,Fantasy,English,3.9,181.0,"June 23, 2014",432,42,496
https://www.goodreads.com/book/show/56827880-mcsweeney-s-issue-66,McSweeney's Issue 66,Claire Boyle,Short Stories,English,3.85,179.0,"June 30, 2022",202,8,108
https://www.goodreads.com/book/show/6900818-the-dead-that-walk,The Dead That Walk: Flesh-Eating Stories,Stephen Jones,Horror,English,3.7,185.0,"October 12, 2009",308,7,235
https://www.goodreads.com/book/show/17927666-hard-listening,Hard Listening: The Greatest Rock Band Ever (of Authors) Tells All,Sam Barry,Nonfiction,English,3.87,177.0,"June 16, 2013",308,33,969
https://www.goodreads.com/book/show/10718232-raivo-pitk-marssi,Raivo / Pitkä marssi,Richard Bachman,Horror,,3.78,181.0,"January 1, 1992",446,6,178
https://www.goodreads.com/book/show/51294925-shivers-viii,Shivers VIII,Richard Chizmar,Horror,English,3.47,188.0,"April 1, 2019",315,107,579
https://www.goodreads.com/book/show/50781204-zombies-zombies-zombies,Zombies! Zombies! Zombies!,Otto Penzler,Horror,English,3.59,180.0,"September 20, 2011",Audible Audio,50,439
https://www.goodreads.com/book/show/10948190-vampires-zombies-werewolves-and-ghosts,"Vampires, Zombies, Werewolves and Ghosts: 25 Classic Stories of the Supernatural",Barbara H. Solomon,Horror,English,3.53,182.0,"September 1, 2011",448,86,344
https://www.goodreads.com/book/show/43822481-stephen-king-s-the-dark-tower,Stephen King's The Dark Tower: The Gunslinger: The Complete Graphic Novel Series,Robin Furth,Graphic Novels,English,4.21,152.0,"September 16, 2014",768,3,279
https://www.goodreads.com/book/show/19439028-scars-and-other-distinguishing-marks,Scars and Other Distinguishing Marks,Richard Christian Matheson,Horror,English,3.75,159.0,"January 1, 1987",288,14,231
https://www.goodreads.com/book/show/18245050-the-dark-tower,The Dark Tower: The Gunslinger: Sheemie's Tale #1,Robin Furth,Comics,English,3.94,150.0,"January 1, 2013",64,2,150
https://www.goodreads.com/book/show/41065779-chiral-mad-3,Chiral Mad 3,Michael Bailey,Horror,English,3.89,152.0,"April 5, 2016",402,125,324
https://www.goodreads.com/book/show/1404049.Magicats_,Magicats!,Jack Dann,Fantasy,English,3.47,169.0,"June 1, 1984",Mass Market Paperback,7,223
https://www.goodreads.com/book/show/17444992-bad-seeds,Bad Seeds: Evil Progeny,Steve Berman,Horror,,3.61,157.0,"July 3, 2013",384,15,952
https://www.goodreads.com/book/show/108059.Clive_Barker_s_Shadows_in_Eden,Clive Barker's Shadows in Eden,Stephen Jones,Horror,,4.1,135.0,"January 1, 1991",512,2,228
https://www.goodreads.com/book/show/1786791.The_Arbor_House_Treasury_of_Horror_and_the_Supernatural,The Arbor House Treasury of Horror and the Supernatural,Bill Pronzini,Horror,English,4.11,133.0,"January 1, 1981",599,6,270
https://www.goodreads.com/book/show/16005979-shivers-vii,Shivers VII,Richard Chizmar,Horror,,4.01,136.0,"May 1, 2013",410,30,296
https://www.goodreads.com/book/show/50165140-the-big-book-of-modern-fantasy,The Big Book of Modern Fantasy,Ann VanderMeer,Fantasy,English,3.77,145.0,"July 21, 2020",896,322,"1,375"
https://www.goodreads.com/book/show/42835396-cuentos-de-terror,Cuentos de terror,H.P. Lovecraft,Horror,,3.82,139.0,,321,31,98
https://www.goodreads.com/book/show/19887166-american-vampire-1,American Vampire #1,Scott Snyder,Comics,English,3.74,139.0,"Published March 17, 2010",35,4,86
https://www.goodreads.com/book/show/28581544-2,المترجم #2,هشام فهمي,Short Stories,,3.54,146.0,"Published January 1, 2016",295,7,382
https://www.goodreads.com/book/show/456429.Horror_Stories,Horror Stories,Susan Price,Horror,English,3.41,151.0,"September 15, 1995",224,18,184
https://www.goodreads.com/book/show/847653.A_Century_of_Great_Suspense_Stories,A Century of Great Suspense Stories,Jeffery Deaver,Short Stories,,3.68,139.0,"November 1, 2001",608,20,393
https://www.goodreads.com/book/show/7989067-new-beginnings,New Beginnings,Helen Fielding,Short Stories,,3.56,142.0,"March 4, 2005",240,7,756
https://www.goodreads.com/book/show/40165246-you-human,"You, Human: An Anthology of Dark Science Fiction",Michael Bailey,Short Stories,,3.62,137.0,"Published October 28, 2016",430,346,283
https://www.goodreads.com/book/show/1545644.The_Ideal_Genuine_Man,"The Ideal, Genuine Man",Don Robertson,Fiction,English,3.57,135.0,"January 1, 1987",276,1 person is currently reading,187
https://www.goodreads.com/book/show/20564962-best-american-magazine-writing-2013,Best American Magazine Writing 2013,Sid Holt,Essays,English,4.11,116.0,"December 10, 2013",560,13,207
https://www.goodreads.com/book/show/155668.Horror_3,Horror 3: Lo mejor del terror contemporáneo,Ramsey Campbell,Horror,Spanish; Castilian,3.85,123.0,"January 1, 1980",352,5,284
https://www.goodreads.com/book/show/253008.Legends_1,Legends 1,Robert Silverberg,Fantasy,English,3.77,124.0,"Published January 1, 2000",380,2,150
https://www.goodreads.com/book/show/1709359.Women_of_the_Night,Women of the Night,Martin H. Greenberg,Horror,,3.56,128.0,"October 1, 1994",313,3,188
https://www.goodreads.com/book/show/698290.Great_Tales_of_Horror_and_the_Supernatural,Great Tales of Horror and the Supernatural,Martin H. Greenberg,Horror,,4.09,107.0,"January 1, 1981",597,9,260
https://www.goodreads.com/book/show/9303196-shivers-vi,Shivers VI,Richard Chizmar,Horror,English,3.69,115.0,"January 1, 2010",400,9,589
https://www.goodreads.com/book/show/36656098-yazar-n-odas-1,Yazarın Odası 1,Philip Gourevitch,Nonfiction,,4.25,99.0,"January 1, 2009",304,5,195
https://www.goodreads.com/book/show/1657232.Legends_Volume_1,Legends. Volume 1,Robert Silverberg,Fantasy,English,3.97,106.0,"August 26, 1998",Audiobook,,30
https://www.goodreads.com/book/show/22083980-the-dark-tower,The Dark Tower: The Gunslinger - So Fell Lord Perth #1,Robin Furth,Comics,,3.93,106.0,"July 24, 2013",32,2,40
https://www.goodreads.com/book/show/221300.Terror_s_Echo,"Terror's Echo: Transgressions Novellas 7, 8 and 10",Ed McBain,Horror,,3.53,116.0,"April 28, 2005",Audio CD,1 person is currently reading,92
https://www.goodreads.com/book/show/54769471-dark,"Dark: Stories of Madness, Murder and the Supernatural",Clint Willis,Horror,,3.41,118.0,"September 28, 2000",Audible Audio,2,104
https://www.goodreads.com/book/show/548559.The_Girl_Who_Loved_Tom_Gordon,The Girl Who Loved Tom Gordon,John Escott,Fiction,English,3.58,112.0,"Published May 17, 2005",96,1 person is currently reading,41
https://www.goodreads.com/book/show/32686461-jim-thompson-s-the-killer-inside-me,Jim Thompson's The Killer Inside Me,Jim Thompson,Graphic Novels,English,3.48,115.0,"Published April 18, 2017",120,15,68
https://www.goodreads.com/book/show/3266866-the-puffin-book-of-horror-stories,The Puffin Book of Horror Stories,Anthony Horowitz,Horror,,3.25,115.0,"November 14, 1994",160,4,184
https://www.goodreads.com/book/show/78839.Scary_Stories_That_Will_Make_You_Scream,Scary! Stories That Will Make You Scream,stine Roald Pahl,Horror,,3.48,105.0,"August 1, 1998",222,2,155
https://www.goodreads.com/book/show/61111031-misery,Misery,William Goldman,Plays,,4.07,88.0,"Published January 1, 2022",69,1 person is currently reading,61
https://www.goodreads.com/book/show/2378426.Kingdom_of_Fear,Kingdom of Fear: The World of Stephen King,Chuck Miller,Nonfiction,English,3.68,95.0,"January 1, 1986",267,1 person is currently reading,278
https://www.goodreads.com/book/show/173546.Mid_life_Confidential,Mid-life Confidential: The Rock Bottom Remainders Tour America with Three Chords and an Attitude,Dave Marsh,Nonfiction,,3.66,95.0,"August 1, 1994",240,1 person is currently reading,205
https://www.goodreads.com/book/show/1844424.The_Playboy_Book_of_Science_Fiction,The Playboy Book of Science Fiction,Alice K. Turner,Science Fiction,,3.77,90.0,"May 1, 1998",469,8,177
https://www.goodreads.com/book/show/12081250-batman-1940-2011-400,Batman (1940-2011) #400,Doug Moench,Comics,English,3.94,85.0,"October 15, 1986",Comic,15,94
https://www.goodreads.com/book/show/40606142-stephen-king-s-the-dark-tower,Stephen King's The Dark Tower: Beginnings: The Complete Graphic Novel Series,Robin Furth,Fantasy,English,4.61,72.0,"October 23, 2018",832,10,209
https://www.goodreads.com/book/show/12010527-suuri-noitakirja,Suuri noitakirja,Richard Dalby,Horror,Finnish,3.57,91.0,"January 1, 1991",336,6,152
https://www.goodreads.com/book/show/20572034-tales-of-the-lovecraft-mythos,Tales of the Lovecraft Mythos,H.P. Lovecraft,Horror,English,3.96,81.0,"January 1, 2007",402,101,76
https://www.goodreads.com/book/show/17934029-la-scimmia,La scimmia,Karl Edward Wagner,Horror,Italian,3.77,84.0,"August 1, 1981",239,6,139
https://www.goodreads.com/book/show/155574.Horror_2,Horror 2: Los relatos de Twilight Zone,T.E.D. Klein,Horror,Spanish; Castilian,3.69,85.0,"January 1, 1986",304,3,96
https://www.goodreads.com/book/show/1130618.Die_Meister_lassen_morden_Das_gro_e_Krimilesebuch,Die Meister lassen morden. Das große Krimilesebuch,Lawrence Block,Short Stories,German,3.74,82.0,"January 1, 1998",348,5,128
https://www.goodreads.com/book/show/6561502-new-terrors,New Terrors,Ramsey Campbell,Horror,English,3.82,76.0,"January 1, 1980",262,2,146
https://www.goodreads.com/book/show/66367.Stephen_King_Is_Richard_Bachman,Stephen King Is Richard Bachman,Michael R. Collings,Nonfiction,,4.3,67.0,"September 1, 1985",208,3,257
https://www.goodreads.com/book/show/20360123-selected-shorts,Selected Shorts: Behaving Badly,Symphony Space,Fiction,English,3.8,75.0,"September 17, 2013",Audiobook,2,85
https://www.goodreads.com/book/show/463074.Twists_of_the_Tale,Twists of the Tale: An Anthology of Cat Horror,Ellen Datlow,Horror,English,3.38,84.0,"October 1, 1996",384,8,228
https://www.goodreads.com/book/show/33845111-the-magazine-of-fantasy-science-fiction-june-1984,"The Magazine of Fantasy & Science Fiction, June 1984",Edward L. Ferman,Short Stories,,3.88,73.0,"January 1, 1985",162,,74
https://www.goodreads.com/book/show/23796.The_Medusa_in_the_Shield,The Medusa in the Shield,David G. Hartwell,Horror,English,3.85,71.0,"November 8, 1990",498,5,146
https://www.goodreads.com/book/show/3092879-stephen-king,Stephen King: The Non-Fiction,Rocky Wood,Nonfiction,English,3.94,69.0,"April 30, 2008",608,10,186
https://www.goodreads.com/book/show/7615918-faces-of-fear,Faces of Fear: Encounters With the Creators of Modern Horror,Douglas E. Winter,Horror,English,4.05,66.0,"November 1, 1985",334,1 person is currently reading,186
https://www.goodreads.com/book/show/18856389-cartea-ororilor-vol-1,"Cartea ororilor, vol. 1",Stephen Jones,Fiction,,3.74,70.0,"January 1, 2011",239,3,78
https://www.goodreads.com/book/show/774400.Masters_of_Darkness_III,Masters of Darkness III,Dennis Etchison,Horror,English,3.73,70.0,"May 1, 1991",332,,160
https://www.goodreads.com/book/show/21842501-stephen-king-s-the-stand,"Stephen King's The Stand: Captain Trips, #2",Roberto Aguirre-Sacasa,Graphic Novels,English,4.18,62.0,"October 8, 2008",Comic,3,94
https://www.goodreads.com/book/show/174742264-midnight-under-the-big-top,Midnight Under the Big Top,Brian James Freeman,Horror,English,4.16,62.0,"August 11, 2020",456,,156
https://www.goodreads.com/book/show/1521145.65_Great_Spine_Chillers,65 Great Spine Chillers,Mary Danby,Horror,English,3.86,65.0,"January 1, 1982",670,10,174
https://www.goodreads.com/book/show/101145441-stephen-king-s-the-dark-tower,Stephen King's The Dark Tower: The Drawing of the Three Omnibus,Robin Furth,Fantasy,English,4.47,62.0,"October 20, 2020",464,5,115
https://www.goodreads.com/book/show/3335817-chamber-of-horrors,Chamber of Horrors: Great Tales of Terror and The Supernatural,Emma Blackley,Horror,,3.95,63.0,"January 1, 1984",352,5,227
https://www.goodreads.com/book/show/1328209.Spells,Spells,Isaac Asimov,Fantasy,English,3.65,68.0,"May 7, 1985",350,2,170
https://www.goodreads.com/book/show/906624.I_Shudder_at_Your_Touch,I Shudder at Your Touch: Volume 1,Michele Slung,Horror,English,3.38,72.0,"January 1, 1991",1,,49
https://www.goodreads.com/book/show/21842502-stephen-king-the-stand,,,,English,,,,,,
https://www.goodreads.com/book/show/142335365-american-vampire-5,American Vampire #5,Scott Snyder,Comics,English,4.1,59.0,"September 1, 2010",32,1 person is currently reading,39
https://www.goodreads.com/book/show/59717737-revelations,Revelations: Horror Writers for Climate Action,Seán O'Connor,Horror,English,3.87,62.0,"April 22, 2022",344,17,374
https://www.goodreads.com/book/show/122961870-american-vampire-3,American Vampire #3,Scott Snyder,Comics,,3.85,62.0,"Published January 1, 2010",Comic,4,35
https://www.goodreads.com/book/show/14624206-nightmares,Nightmares,Charles L. Grant,Horror,English,4.05,59.0,"January 1, 1979",256,1 person is currently reading,153
https://www.goodreads.com/book/show/5972873-the-best-of-cemetery-dance-volume-1-2-omnibus,The Best of Cemetery Dance. Volume 1 & 2 Omnibus,Richard Chizmar,Horror,English,4.09,58.0,"March 1, 1998",786,4,295
https://www.goodreads.com/book/show/53143804-field-of-fantasies,Field of Fantasies: Baseball Stories of the Strange and Supernatural,Rick Wilber,Baseball,,3.53,66.0,"October 14, 2014",Audible Audio,5,136
https://www.goodreads.com/book/show/21999.Dancing_with_the_Dark,Dancing with the Dark: True Encounters with the Paranormal by Masters of the Macabre,Stephen Jones,Horror,English,3.45,67.0,"January 1, 1997",352,2,149
https://www.goodreads.com/book/show/3413039-la-tour-sombre-1,La Tour Sombre #1,Robin Furth,Bande Dessinée,,3.48,66.0,"Published January 1, 2008",80,3,51
https://www.goodreads.com/book/show/155518.Horrors,Horrors,Charles L. Grant,Horror,,3.83,60.0,"August 15, 1986",223,,133
https://www.goodreads.com/book/show/17163381-cthulhu-una-celebraci-n-de-los-mitos,Cthulhu. Una celebración de los mitos,H.P. Lovecraft,Lovecraftian,Spanish; Castilian,4.02,57.0,"Published January 1, 2015",704,6,74
https://www.goodreads.com/book/show/12396450-horor-pri-e-za-laku-no,Horor priče za laku noć,Tomislav Matkovic,Horror,Croatian,3.7,61.0,"August 1, 2008",466,1 person is currently reading,75
https://www.goodreads.com/book/show/1185693.The_Horror_Hall_of_Fame,The Horror Hall of Fame,Robert Silverberg,Horror,English,3.9,58.0,"January 1, 1991",416,4,96
https://www.goodreads.com/book/show/6777695-the-hundred-year-christmas---signed---1-1000,The Hundred Year Christmas - Signed - 1 / 1000,David Morrell,Christmas,English,4.13,53.0,"January 1, 2009",82,,90
https://www.goodreads.com/book/show/16094803-vimma-juokse-tai-kuole,Vimma / Juokse tai kuole,Richard Bachman,Fiction,,3.63,60.0,"January 1, 1993",529,2,56
https://www.goodreads.com/book/show/42737512,Пясъчния човек: разкази на ужаса,Mark Twain,,,3.72,57.0,"November 1, 2018",272,6,91
https://www.goodreads.com/book/show/18406699-tin-house-magazine-volume-15-issue-3-spring-2014,"Tin House Magazine, Volume 15, Issue 3, Spring 2014: #59 Memory",Win McCormack,Poetry,English,3.77,56,"March 1, 2014",240,,24
https://www.goodreads.com/book/show/911751.The_Big_Book_of_Noir,The Big Book of Noir,Lee Server,Anthologies,English,4.0,52,"October 1, 1998",386,2,136
https://www.goodreads.com/book/show/5713913-the-year-s-best-horror-stories,The Year's Best Horror Stories: Series VI,Gerald W. Page,Horror,English,3.5,58,"July 5, 1978",239,4,106
https://www.goodreads.com/book/show/50738037-dark-tides,Dark Tides,John J. Questore,Horror,,4.4,45,"October 1, 2019",496,15,173
https://www.goodreads.com/book/show/843484.Misery,Misery,Simon Moore,Plays,,3.84,51,"March 1, 1999",76,1 person is currently reading,73
