,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
858,858,https://www.goodreads.com/book/show/61812400-the-way-of-the-bear,The Way of the Bear,Anne Hillerman,Mystery,N/A,4.17,"6,881","April 25, 2023",281,984,"5,122"
859,858,https://www.goodreads.com/book/show/60784642-drinking-games,Drinking Games,Sarah Levy,Memoir,English,3.77,"6,155","January 3, 2023",288,327,24.1k
860,858,https://www.goodreads.com/book/show/61242457-urban-jungle,Urban Jungle: Wilding the City,Ben Wilson,Nonfiction,English,4.04,267,"March 7, 2023",295,67,"1,340"
861,858,https://www.goodreads.com/book/show/101145628-the-land-of-lost-things,The Land of Lost Things,John Connolly,Fantasy,English,3.90,"4,333","September 7, 2023",358,639,14.1k
862,858,https://www.goodreads.com/book/show/63249373-meet-me-in-the-blue,Meet Me in the Blue,A.M. Johnson,M M Romance,English,4.16,"1,861","March 2, 2023",263,221,"1,739"
863,858,https://www.goodreads.com/book/show/61272710-the-night-travelers,The Night Travelers,Armando Lucas Correa,Historical Fiction,English,3.84,"5,531","January 10, 2023",368,424,20.1k
864,858,https://www.goodreads.com/book/show/63209897-girl-taking-over,Girl Taking Over: A Lois Lane Story,Sarah Kuhn,Graphic Novels,English,3.83,478,"April 18, 2023",208,10,476
865,858,https://www.goodreads.com/book/show/195494526-the-con-queen-of-hollywood,The Con Queen of Hollywood: The Hunt for an Evil Genius,Scott C. Johnson,True Crime,English,3.29,598,"June 6, 2023",9,83,"3,078"
866,858,https://www.goodreads.com/book/show/59441151-rootless,Rootless,Krystle Zara Appiah,Fiction,English,3.83,"4,362","March 7, 2023",256,311,21.3k
867,858,https://www.goodreads.com/book/show/101140526-the-nighthouse-keeper,The Nighthouse Keeper,Lora Senf,Horror,English,4.21,431,"October 17, 2023",320,31,"3,274"
868,858,https://www.goodreads.com/book/show/61153969-caution-tape,Caution Tape,Molly Doyle,Dark,English,3.76,"2,269","January 1, 2023",Kindle Edition,575,"7,036"
869,858,https://www.goodreads.com/book/show/123170270-kingdom-of-blood-and-salt,Kingdom of Blood and Salt,Alexis Calder,Fantasy,English,3.96,"11,446","March 30, 2023",330,"2,926",46.9k
870,858,https://www.goodreads.com/book/show/75565153-forbidden,Forbidden: Part One,Emilia Emerson,Omegaverse,English,3.85,"9,422","March 1, 2023",568,"2,820","8,985"
871,858,https://www.goodreads.com/book/show/61613477-humanly-possible,"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Inquiry, and Hope",Sarah Bakewell,Philosophy,English,4.02,"1,728","March 28, 2023",464,675,487
872,858,https://www.goodreads.com/book/show/36205229-furious-heaven,Furious Heaven,Kate Elliott,Science Fiction,English,4.23,759,"March 2, 2023",1081,101,"1,315"
873,858,https://www.goodreads.com/book/show/59434036-forever,Forever,J.R. Ward,Paranormal,English,4.07,"4,447","March 28, 2023",478,"1,030","4,189"
874,858,https://www.goodreads.com/book/show/185132856-christmas-pie,Christmas Pie,Jodi Taylor,Time Travel,English,4.46,"1,868","December 25, 2023",100,159,600
875,858,https://www.goodreads.com/book/show/199066185-da-vi-var-yngre,Da vi var yngre,Oliver Lovrenski,Fiction,Norwegian,4.24,"4,073","September 29, 2023",242,253,"3,147"
876,858,https://www.goodreads.com/book/show/61418417-junior-high,Junior High,Tegan Quin,Graphic Novels,English,4.07,"3,027","May 30, 2023",304,69,"5,647"
877,858,https://www.goodreads.com/book/show/198910162-tormented,Tormented,Elayna R. Gallea,Fantasy,English,3.77,"6,741","June 21, 2023",444,"2,075",11.5k
878,879,https://www.goodreads.com/book/show/29763838-so-close,So Close,Sylvia Day,Romance,English,3.51,"3,804","March 28, 2023",326,880,24.1k
879,879,https://www.goodreads.com/book/show/61885014-dead-man-s-wake,Dead Man's Wake,Paul Doiron,Mystery,English,4.17,"4,324","June 27, 2023",320,448,13.8k
880,879,https://www.goodreads.com/book/show/122997708-blue-skies,Blue Skies,T.C. Boyle,Fiction,German,3.81,"4,321","August 22, 2023",457,452,"9,561"
881,879,https://www.goodreads.com/book/show/61140839-the-sound-of-light,The Sound of Light,Sarah Sundin,Historical Fiction,English,4.34,"3,179","February 7, 2023",343,219,11k
882,879,https://www.goodreads.com/book/show/74855172-the-human-origins-of-beatrice-porter-and-other-essential-ghosts,The Human Origins of Beatrice Porter and Other Essential Ghosts,Soraya Palmer,Fiction,English,3.86,"1,092","March 28, 2023",288,101,11.6k
883,879,https://www.goodreads.com/book/show/62909110-ambrosia,Ambrosia,C.N. Crawford,Fantasy,English,3.79,"24,187","February 20, 2023",350,"3,352",13k
884,879,https://www.goodreads.com/book/show/76839114-all-the-little-raindrops,All the Little Raindrops,Mia Sheridan,Thriller,English,4.05,"57,229","November 1, 2023",390,18.3k,68.5k
885,879,https://www.goodreads.com/book/show/123423832-the-coworker,The Coworker,Freida McFadden,Thriller,English,3.77,"364,333","August 23, 2023",362,28.2k,239k
886,879,https://www.goodreads.com/book/show/60834936-the-infinite,The Infinite,Ada Hoffmann,Science Fiction,English,4.26,307,"January 24, 2023",344,9,520
887,879,https://www.goodreads.com/book/show/83814905-the-christmas-guest,The Christmas Guest,Peter Swanson,Christmas,English,3.61,"29,057","September 28, 2023",96,"1,674",34.4k
888,879,https://www.goodreads.com/book/show/101160753-the-six,The Six: The Untold Story of America's First Women Astronauts,Loren Grush,Nonfiction,English,4.35,"4,827","September 5, 2023",432,487,35.5k
889,879,https://www.goodreads.com/book/show/197455411-infamous-park-avenue-prince,Infamous Park Avenue Prince,Ella Frank,M M Romance,English,3.99,"6,564","September 21, 2023",454,867,"3,221"
890,879,https://www.goodreads.com/book/show/75593706-follow-the-money,Follow The Money: How much does Britain cost?,Paul Johnson,Economics,English,4.29,796,"February 26, 2023",313,184,"1,202"
891,879,https://www.goodreads.com/book/show/60877589-venco,VenCo,Cherie Dimaline,Fantasy,English,3.78,"10,126","February 7, 2023",400,517,54.7k
892,893,https://www.goodreads.com/book/show/61271693-why-are-you-like-this,Why Are You Like This?: An ArtbyMoga Comic Collection,Meg Adams,Graphic Novels,English,4.21,"1,089","March 7, 2023",176,7,"3,299"
893,893,https://www.goodreads.com/book/show/122753589-that-sik-luv,That Sik Luv,Jescie Hall,Dark,English,4.01,"49,492","March 3, 2023",496,10.6k,76.1k
894,893,https://www.goodreads.com/book/show/60784449-the-last-beekeeper,The Last Beekeeper,Julie Carrick Dalton,Fiction,English,3.92,"1,820","March 7, 2023",384,86,11.7k
895,893,https://www.goodreads.com/book/show/124026160-pick-six,Pick Six,Maggie Rawdon,Sports Romance,English,4.01,"7,583","May 4, 2023",352,"1,820","7,771"
896,893,https://www.goodreads.com/book/show/62327255-the-paris-daughter,The Paris Daughter,Kristin Harmel,Historical Fiction,English,4.24,"53,749","June 6, 2023",384,"3,667",98.9k
897,893,https://www.goodreads.com/book/show/61604799-black-earth-wisdom,Black Earth Wisdom: Soulful Conversations with Black Environmentalists,Leah Penniman,Nonfiction,English,4.59,177,"February 28, 2023",356,65,"2,582"
898,893,https://www.goodreads.com/book/show/123250777-don-t-let-the-pigeon-drive-the-sleigh,Don't Let the Pigeon Drive the Sleigh!,Mo Willems,Picture Books,English,4.24,"1,262","September 5, 2023",40,10,487
899,893,https://www.goodreads.com/book/show/59651126-sincerely-me,"Sincerely, Me",Julietta Henderson,Contemporary,English,4.13,716,"February 23, 2023",368,43,840
900,893,https://www.goodreads.com/book/show/75349380-don-t-forget-to-write,Don’t Forget to Write,Sara Goodman Confino,Historical Fiction,English,4.50,"58,843","September 1, 2023",334,"9,591",59.2k
901,893,https://www.goodreads.com/book/show/60177466-age-of-vice,Age of Vice,Deepti Kapoor,Fiction,English,3.61,"31,551","January 3, 2023",544,"3,109",83k
902,893,https://www.goodreads.com/book/show/63946922-the-love-plot,The Love Plot,Samantha Young,Romance,English,3.82,"6,523","August 29, 2023",352,202,16.2k
903,893,https://www.goodreads.com/book/show/71872869-death-in-the-dark-woods,Death in the Dark Woods,Annelise Ryan,Mystery,English,3.72,"2,133","December 12, 2023",336,128,15k
904,893,https://www.goodreads.com/book/show/197851917-nattskolen,Nattskolen,Karl Ove Knausgård,Fiction,Norwegian,4.37,"1,273","October 27, 2023",484,98,"1,030"
905,906,https://www.goodreads.com/book/show/85157765-scattershot,"Scattershot: Life, Music, Elton, and Me",Bernie Taupin,Nonfiction,English,3.58,"1,827","September 12, 2023",416,545,"1,861"
906,906,https://www.goodreads.com/book/show/60784368-once-upon-a-prime,Once Upon a Prime: The Wondrous Connections Between Mathematics and Literature,Sarah Hart,Nonfiction,English,3.91,966,"April 11, 2023",304,296,"7,239"
907,906,https://www.goodreads.com/book/show/61103018-a-spell-of-good-things,A Spell of Good Things,Ayọ̀bámi Adébáyọ̀,Fiction,English,3.78,"5,671","February 7, 2023",352,760,24.1k
908,906,https://www.goodreads.com/book/show/61272961-an-assassin-in-utopia,An Assassin in Utopia: The True Story of a Nineteenth-Century Sex Cult and a President's Murder,Susan Wels,History,English,3.32,"1,279","February 7, 2023",272,122,"2,487"
909,906,https://www.goodreads.com/book/show/59965130-filthy-lies,Filthy Lies,Serena Akeroyd,Romance,English,4.48,"2,703","January 5, 2023",498,647,"3,859"
910,906,https://www.goodreads.com/book/show/26046297-the-year-of-the-locust,The Year of the Locust,Terry Hayes,Thriller,English,3.55,"20,667","November 9, 2023",663,"3,496",30.6k
911,906,https://www.goodreads.com/book/show/125937631-material-world,Material World: The Six Raw Materials That Shape Modern Civilization,Ed Conway,Nonfiction,English,4.53,"4,329","June 15, 2023",512,"1,397",20.5k
912,906,https://www.goodreads.com/book/show/60263191-watership-down,Watership Down: The Graphic Novel,James Sturm,Graphic Novels,English,4.41,"1,976","October 17, 2023",384,180,17.1k
913,906,https://www.goodreads.com/book/show/195458565-nuff-said,Nuff Said,Tyrus,Nonfiction,English,4.46,565,"November 21, 2023",208,197,166
914,906,https://www.goodreads.com/book/show/74896555-you-with-a-view,"You, with a View",Jessica Joyce,Romance,English,4.10,"53,422","July 6, 2023",378,"1,673",93.4k
915,916,https://www.goodreads.com/book/show/61818151-cosmoknights-book-two,Cosmoknights Book Two,Hannah Templer,Graphic Novels,English,4.58,"1,937","June 13, 2023",280,47,"1,559"
916,916,https://www.goodreads.com/book/show/57696209-the-cuban-heiress,The Cuban Heiress,Chanel Cleeton,Historical Fiction,English,3.87,"13,672","April 11, 2023",336,719,34.8k
917,916,https://www.goodreads.com/book/show/61156498-lunar-love,Lunar Love,Lauren Kung Jessen,Romance,English,3.48,"13,009","January 10, 2023",336,446,25.5k
918,916,https://www.goodreads.com/book/show/80830635-don-t-let-her-stay,Don't Let Her Stay,Nicola Sanders,Thriller,English,3.94,"174,536","February 9, 2023",288,15.3k,250k
919,916,https://www.goodreads.com/book/show/60621438-filthy-disciple,Filthy Disciple,Cassandra Robbins,Audiobook,English,4.20,"2,332","February 19, 2023",268,583,"2,680"
920,916,https://www.goodreads.com/book/show/83814831-hunting-the-falcon,"Hunting the Falcon: Henry VIII, Anne Boleyn, and the Marriage That Shook Europe",John Guy,History,English,4.16,"1,264","September 14, 2023",624,526,"4,567"
921,916,https://www.goodreads.com/book/show/122993405-same-bed-different-dreams,Same Bed Different Dreams,Ed Park,Fiction,English,3.76,"2,070","November 7, 2023",528,753,38.2k
922,916,https://www.goodreads.com/book/show/62711641-fractal-noise,Fractal Noise,Christopher Paolini,Science Fiction,English,3.44,"11,943","May 16, 2023",286,"1,277",29.1k
923,916,https://www.goodreads.com/book/show/127280018-second-duke-s-the-charm,Second Duke's the Charm,Kate Bateman,Historical Romance,English,3.96,"1,250","December 26, 2023",314,59,"4,281"
924,916,https://www.goodreads.com/book/show/75405998-stay-sane-in-an-insane-world,Stay Sane in an Insane World: How to Control the Controllables and Thrive,Greg Harden,Self Help,English,4.27,"1,062","March 21, 2023",210,409,"2,753"
925,916,https://www.goodreads.com/book/show/73971348-the-rachel-incident,The Rachel Incident,Caroline O'Donoghue,Fiction,English,4.09,"90,146","June 22, 2023",304,"4,327",153k
926,927,https://www.goodreads.com/book/show/59827725-filthy-sinner,Filthy Sinner,Serena Akeroyd,Romance,English,4.44,"2,171","January 24, 2023",302,467,"2,718"
927,927,https://www.goodreads.com/book/show/62198050-george,George: A Magpie Memoir,Frieda Hughes,Memoir,English,3.81,"1,345","June 6, 2023",272,183,"9,509"
928,927,https://www.goodreads.com/book/show/62645204-lies-my-liberal-teacher-told-me,Lies My Liberal Teacher Told Me: Debunking the False Narratives Defining America's School Curricula,Wilfred Reilly,History,English,3.96,268,"August 15, 2023",264,231,731
929,927,https://www.goodreads.com/book/show/61724281-the-best-minds,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions",Jonathan Rosen,Nonfiction,English,4.05,"13,362","April 18, 2023",576,"4,420",40.2k
930,927,https://www.goodreads.com/book/show/61659732-the-fianc-e-farce,The Fiancée Farce,Alexandria Bellefleur,Romance,English,3.97,"16,075","April 18, 2023",412,556,33.2k
931,927,https://www.goodreads.com/book/show/200475604-the-dictionary-people,The Dictionary People: The Unsung Heroes Who Created the Oxford English Dictionary,Sarah Ogilvie,Nonfiction,N/A,3.86,"1,160","October 17, 2023",Audible Audio,321,"6,619"
932,933,https://www.goodreads.com/book/show/122779502-a-court-this-cruel-lovely,A Court This Cruel & Lovely,Stacia Stark,Fantasy,English,4.10,"67,705","March 24, 2023",562,10.3k,20.6k
933,933,https://www.goodreads.com/book/show/61153740-dyscalculia,Dyscalculia: A Love Story of Epic Miscalculation,Camonghne Felix,Memoir,English,3.82,"3,202","February 14, 2023",240,138,24.5k
934,933,https://www.goodreads.com/book/show/123193218-ward-d,Ward D,Freida McFadden,Thriller,English,3.99,"293,081","May 8, 2023",333,14.8k,170k
935,933,https://www.goodreads.com/book/show/75540230-too-sweet,Too Sweet,I.A. Dice,Romance,English,3.97,"7,988","Published January 1, 2023",348,925,11.2k
936,933,https://www.goodreads.com/book/show/157076569-dogboy-v-catfish,Dogboy v Catfish,Luke Gracias,Mystery,English,4.08,306,"May 18, 2023",247,6,295
937,933,https://www.goodreads.com/book/show/62140427-such-good-friends,Such Good Friends: A Novel of Truman Capote & Lee Radziwill,Stephen Greco,Historical Fiction,English,3.70,"1,177","May 23, 2023",480,976,14k
938,933,https://www.goodreads.com/book/show/127280282-shakespeare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
939,933,https://www.goodreads.com/book/show/180553290-jeg-burde-kanskje-ha-sagt-nei,Jeg burde kanskje ha sagt nei: Historier om alt som har skjedd meg fordi jeg er så dårlig til å sette grenser,Else Kåss Furuseth,Nonfiction,"Bokmål, Norwegian; Norwegian Bokmål",3.77,636,"October 5, 2023",202,35,327
940,933,https://www.goodreads.com/book/show/200996376-seepferdchen,Seepferdchen,Andrea Grill,Nonfiction,German,4.10,10,"January 1, 2023",143,1 person is currently reading,6
941,942,https://www.goodreads.com/book/show/75365014-man-candy,Man Candy,Vanessa Vale,Romance,English,3.99,"2,894","March 7, 2023",362,359,"3,411"
942,942,https://www.goodreads.com/book/show/135724628-the-good-girl,The Good Girl,Nikki Sloane,Romance,English,3.76,"5,751","August 29, 2023",326,719,"9,886"
943,942,https://www.goodreads.com/book/show/61842212-soldier-sailor,Soldier Sailor,Claire Kilroy,Fiction,English,4.06,"7,166","May 2, 2023",256,563,20k
944,942,https://www.goodreads.com/book/show/64230282-a-beautiful-rival,A Beautiful Rival,Gill Paul,Historical Fiction,English,3.97,"3,283","September 5, 2023",400,472,13.6k
945,942,https://www.goodreads.com/book/show/209244088-revolutionary-spring,"Revolutionary Spring: Europe Aflame and the Fight for a New World, 1848-1849",Christopher Clark,History,English,4.19,707,"April 27, 2023",896,454,"8,546"
946,947,https://www.goodreads.com/book/show/63911902-bad-bad-seymour-brown,"Bad, Bad Seymour Brown",Susan Isaacs,Mystery,English,3.83,"1,473","May 2, 2023",400,257,"5,879"
947,947,https://www.goodreads.com/book/show/61278599-conquer-the-kingdom,Conquer the Kingdom,Jennifer Estep,Fantasy,English,3.99,"1,661","March 7, 2023",414,168,"4,992"
948,947,https://www.goodreads.com/book/show/52263339-rose-house,Rose/House,Arkady Martine,Science Fiction,English,3.69,"2,544","April 18, 2023",128,125,"7,326"
949,947,https://www.goodreads.com/book/show/90588971-america-fantastica,America Fantastica,Tim O'Brien,Fiction,English,3.45,"4,024","October 24, 2023",464,728,23.7k
950,947,https://www.goodreads.com/book/show/60784526-where-coyotes-howl,Where Coyotes Howl,Sandra Dallas,Historical Fiction,English,3.98,"4,895","April 18, 2023",320,214,18.7k
951,947,https://www.goodreads.com/book/show/62918999-the-witch-of-new-york,The Witch of New York: The Trials of Polly Bodine and the Cursed Birth of Tabloid Justice,C. Alexander Hortis,Nonfiction,English,3.57,806,"August 1, 2023",336,118,"7,368"
952,947,https://www.goodreads.com/book/show/171528733-a-clear-flowing-yarra,A Clear Flowing Yarra,Harry Saddler,Nonfiction,English,3.91,74,"August 29, 2023",246,12,99
953,947,https://www.goodreads.com/book/show/59808041-how-not-to-age,How Not to Age: The Scientific Approach to Getting Healthier as You Get Older,Michael Greger,Health,English,4.27,"2,214","December 5, 2023",640,"2,435","5,860"
954,955,https://www.goodreads.com/book/show/60784564-k-nstlers-in-paradise,Künstlers in Paradise,Cathleen Schine,Fiction,English,3.52,"3,299","March 14, 2023",272,334,12.6k
955,955,https://www.goodreads.com/book/show/62039153-the-stolen-throne,The Stolen Throne,Abigail Owen,Fantasy,English,4.06,"3,560","May 2, 2023",528,475,12.7k
956,955,https://www.goodreads.com/book/show/63111213-excavations,Excavations,Kate Myers,Fiction,English,3.35,"1,959","July 4, 2023",224,227,12.2k
957,955,https://www.goodreads.com/book/show/63291995-dogtown,Dogtown,Katherine Applegate,Middle Grade,English,4.21,"1,906","September 19, 2023",352,74,"4,532"
958,955,https://www.goodreads.com/book/show/62054146-the-keeper-of-hidden-books,The Keeper of Hidden Books,Madeline Martin,Historical Fiction,English,4.12,"24,064","August 1, 2023",416,"2,703",119k
959,955,https://www.goodreads.com/book/show/62296497-built-from-the-fire,"Built from the Fire: The Epic Story of Tulsa's Greenwood District, America's Black Wall Street",Victor Luckerson,History,English,4.36,657,"May 23, 2023",672,256,"8,874"
960,955,https://www.goodreads.com/book/show/61817859-palestine-1936,Palestine 1936: The Great Revolt and the Roots of the Middle East Conflict,Oren Kessler,History,English,4.32,911,"February 15, 2023",336,342,"1,980"
961,955,https://www.goodreads.com/book/show/141305020-the-last-witch-of-scotland,The Last Witch of Scotland: A bewitching story based on true events,Philip Paris,Historical Fiction,English,3.95,"2,912","April 13, 2023",352,429,"6,528"
962,955,https://www.goodreads.com/book/show/61963525-the-wager,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,Nonfiction,English,4.18,"146,918","April 18, 2023",9,19.6k,241k
963,964,https://www.goodreads.com/book/show/62926935-the-late-mrs-willoughby,The Late Mrs. Willoughby,Claudia Gray,Mystery,English,3.91,"7,106","May 16, 2023",385,438,13.6k
964,964,https://www.goodreads.com/book/show/77264228-a-tournament-of-crowns,A Tournament of Crowns,Elise Kova,Fantasy,English,4.27,"1,816","February 27, 2023",394,452,11.2k
965,964,https://www.goodreads.com/book/show/198666283-something-is-killing-the-children-34,Something is Killing the Children #34,James Tynion IV,Comics,English,4.41,180,"October 25, 2023",26,9,43
966,964,https://www.goodreads.com/book/show/61884839-fearless,Fearless,M.W. Craven,Thriller,English,4.09,"3,167","June 6, 2023",416,226,10.2k
967,964,https://www.goodreads.com/book/show/149105764-like-thunder,Like Thunder,Nnedi Okorafor,Fantasy,English,4.00,590,"November 28, 2023",336,62,"3,745"
968,964,https://www.goodreads.com/book/show/62918681-the-book-of-charlie,The Book of Charlie: Wisdom from the Remarkable American Life of a 109-Year-Old Man,David von Drehle,Nonfiction,English,3.99,"9,664","May 23, 2023",194,"1,497",26.2k
969,970,https://www.goodreads.com/book/show/75710544-the-veil,The Veil,Ivy Brannon,Fantasy,English,4.06,166,"February 1, 2023",416,39,912
970,970,https://www.goodreads.com/book/show/75488091-into-the-bright-open,Into the Bright Open: A Secret Garden Remix,Cherie Dimaline,Young Adult,English,3.76,813,"September 5, 2023",281,33,"2,580"
971,970,https://www.goodreads.com/book/show/60916172-the-kind-worth-saving,The Kind Worth Saving,Peter Swanson,Thriller,English,3.69,"40,815","March 7, 2023",303,"1,930",52.4k
972,970,https://www.goodreads.com/book/show/152034931-unruly,Unruly: The Ridiculous History of England's Kings and Queens,David Mitchell,History,English,4.15,"19,101","September 27, 2023",433,"4,652",49k
973,974,https://www.goodreads.com/book/show/60317012-anger-bang,Anger Bang,Avery Flynn,Romance,English,3.71,"4,035","June 27, 2023",400,998,18.2k
974,974,https://www.goodreads.com/book/show/59007835-charm-city-rocks,Charm City Rocks,Matthew Norman,Romance,English,4.03,"2,915","June 6, 2023",368,116,10.2k
975,974,https://www.goodreads.com/book/show/123179008-done-and-dusted,Done and Dusted,Lyla Sage,Westerns,English,3.86,"165,970","June 6, 2023",356,"6,843",153k
976,974,https://www.goodreads.com/book/show/101160801-charlie-chaplin-vs-america,"Charlie Chaplin vs. America: When Art, Sex, and Politics Collided",Scott Eyman,Biography,English,4.13,465,"October 31, 2023",428,100,"1,094"
977,974,https://www.goodreads.com/book/show/122773797-economics-in-america,Economics in America: An Immigrant Economist Explores the Land of Inequality,Angus Deaton,Economics,English,3.82,310,"January 1, 2023",280,97,967
978,979,https://www.goodreads.com/book/show/75706642-house-of-pounding-hearts,House of Pounding Hearts,Olivia Wildenstein,Fantasy,English,4.15,"22,632","January 29, 2023",444,"2,893",29.3k
979,979,https://www.goodreads.com/book/show/61238293-the-counterfeit-scoundrel,The Counterfeit Scoundrel,Lorraine Heath,Historical Romance,English,3.80,"2,278","February 21, 2023",368,249,"6,037"
980,979,https://www.goodreads.com/book/show/123258505-10-things-that-never-happened,10 Things That Never Happened,Alexis Hall,Romance,English,3.90,"14,242","October 17, 2023",391,620,26.1k
981,979,https://www.goodreads.com/book/show/61053576-night-angels,Night Angels,Weina Dai Randel,Historical Fiction,English,4.22,"16,142","February 1, 2023",375,"8,016",13.7k
982,979,https://www.goodreads.com/book/show/201967503-rough-heat,Rough Heat,Marina Vivancos,Omegaverse,English,4.13,670,"November 28, 2023",144,51,269
983,979,https://www.goodreads.com/book/show/61908598-the-revolt-against-humanity,The Revolt Against Humanity: Imagining a Future Without Us,Adam Kirsch,Philosophy,English,4.08,276,"January 10, 2023",104,23,512
984,985,https://www.goodreads.com/book/show/62919862-swamp-story,Swamp Story,Dave Barry,Humor,English,3.86,"7,836","May 2, 2023",320,811,19.4k
985,985,https://www.goodreads.com/book/show/61965263-quantum-supremacy,Quantum Supremacy,Michio Kaku,Science,English,3.79,"2,312","May 2, 2023",352,982,"4,110"
986,985,https://www.goodreads.com/book/show/75669924-chasm,Chasm,Stacey McEwan,Fantasy,English,3.97,"4,676","September 12, 2023",502,624,12.4k
987,985,https://www.goodreads.com/book/show/64005123-out-of-nowhere,Out of Nowhere,Sandra Brown,Romance,English,4.15,"20,666","August 1, 2023",416,"2,464",18k
988,985,https://www.goodreads.com/book/show/62645190-the-faint-of-heart,The Faint of Heart,Kerilynn Wilson,Graphic Novels,English,3.89,"2,227","June 13, 2023",304,31,"6,062"
989,985,https://www.goodreads.com/book/show/60840490-the-long-run,The Long Run,James Acker,Romance,English,4.30,"3,402","February 7, 2023",400,224,12.1k
990,985,https://www.goodreads.com/book/show/164749374-something-is-killing-the-children-31,Something is Killing the Children #31,James Tynion IV,Comics,English,4.27,244,"July 19, 2023",31,10,83
991,985,https://www.goodreads.com/book/show/57979392-the-mostly-true-story-of-tanner-and-louise,The Mostly True Story of Tanner and Louise,Colleen Oakley,Fiction,English,4.04,"29,797","March 28, 2023",352,"1,179",52.8k
992,985,https://www.goodreads.com/book/show/75601391-firestone,Firestone: The Omega & The Exiled Prince,Claire Cullen,Fantasy,English,4.21,513,"January 4, 2023",243,59,218
993,985,https://www.goodreads.com/book/show/123033397-day,Day,Michael Cunningham,Fiction,English,3.56,"11,989","November 14, 2023",273,"1,325",37.1k
994,995,https://www.goodreads.com/book/show/63139962-blind-fear,Blind Fear,Brandon Webb,Thriller,English,4.30,357,"July 11, 2023",398,30,"5,034"
995,995,https://www.goodreads.com/book/show/61028171-not-the-ones-dead,Not the Ones Dead,Dana Stabenow,Mystery,English,4.28,"2,797","April 11, 2023",336,452,558
996,995,https://www.goodreads.com/book/show/61941000-only-this-beautiful-moment,Only This Beautiful Moment,Abdi Nazemian,Young Adult,English,4.45,"2,012","May 9, 2023",400,85,13.1k
997,995,https://www.goodreads.com/book/show/183111128-something-is-killing-the-children-32,Something is Killing the Children #32,James Tynion IV,Comics,English,4.24,224,"August 16, 2023",31,6,50
998,995,https://www.goodreads.com/book/show/61858962-valiant-women,Valiant Women: The Extraordinary American Servicewomen Who Helped Win World War II,Lena Andrews,Nonfiction,English,4.00,"1,630","August 1, 2023",351,432,20.8k
999,995,https://www.goodreads.com/book/show/173403932-ordinary-human-failings,Ordinary Human Failings,Megan Nolan,Fiction,English,3.76,"8,411","June 15, 2023",224,576,21.9k
1000,995,https://www.goodreads.com/book/show/170171787-the-husband-game,The Husband Game,Brigham Vaughn,M M Romance,English,4.17,"2,190","June 30, 2023",575,555,"1,293"
1001,995,https://www.goodreads.com/book/show/178930867-morbidly-yours,Morbidly Yours,Ivy Fairbanks,Romance,English,3.96,"22,879","July 25, 2023",330,"1,922",50.8k
1002,1003,https://www.goodreads.com/book/show/71872274-faking-it-with-the-grump,Faking It With the Grump,Kate O'Keeffe,Romance,English,3.69,"2,010","March 14, 2023",318,467,"2,134"
1003,1003,https://www.goodreads.com/book/show/60225993-bewitched,Bewitched,Laura Thalassa,Fantasy,English,3.94,"24,158","April 18, 2023",443,"5,214",113k
1004,1003,https://www.goodreads.com/book/show/62980350-same-time-next-summer,Same Time Next Summer,Annabel Monaghan,Romance,English,3.75,"114,546","June 6, 2023",319,"4,523",162k
1005,1003,https://www.goodreads.com/book/show/62996991-love-betrayal-murder,Love Betrayal Murder,Adam Mitzner,Mystery,English,3.95,"1,057","May 16, 2023",330,58,"5,062"
1006,1003,https://www.goodreads.com/book/show/62052292-the-meadows,The Meadows,Stephanie Oakes,Young Adult,English,4.05,502,"September 12, 2023",448,33,"7,337"
1007,1003,https://www.goodreads.com/book/show/171831795-saga-66,Saga #66,Brian K. Vaughan,Comics,English,4.19,818,"September 20, 2023",31,53,221
1008,1003,https://www.goodreads.com/book/show/185847126-the-amazing-alpha-tau-boyfriend-project,The Amazing Alpha Tau Boyfriend Project,Lisa Henry,M M Romance,English,3.93,"2,417","September 20, 2023",177,192,"1,216"
1009,1010,https://www.goodreads.com/book/show/75424169-hoarded-by-the-dragon,Hoarded by the Dragon,Lillian Lark,Romance,English,4.08,"9,415","November 3, 2023",379,"1,795","5,688"
1010,1010,https://www.goodreads.com/book/show/62056349-golden,Golden,Shannon Mayer,Fantasy,English,4.10,"7,950","January 2, 2023",283,"3,915","4,824"
1011,1010,https://www.goodreads.com/book/show/61401702-a-rogue-s-rules-for-seduction,A Rogue's Rules for Seduction,Eva Leigh,Historical Romance,English,3.76,"1,589","April 25, 2023",349,96,"1,614"
1012,1010,https://www.goodreads.com/book/show/122912803-saga-63,Saga #63,Brian K. Vaughan,Graphic Novels,English,4.26,989,"April 5, 2023",32,60,199
1013,1010,https://www.goodreads.com/book/show/68007237-johann,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1014,1015,https://www.goodreads.com/book/show/63831651-legacy-of-shadows,Legacy of Shadows,Tessa Hale,Reverse Harem,English,4.07,"12,917","March 15, 2023",290,"3,562",11.2k
